,account,number,cost,date,rowname,ind_row,report
229,Remedy Place,0-8,80750,8/31/2023,Tech Remedies Revenue,14,Flatiron PL
230,Remedy Place,0-9,88872.98,9/30/2023,Tech Remedies Revenue,14,Flatiron PL
231,Remedy Place,0-10,88865.4,10/31/2023,Tech Remedies Revenue,14,Flatiron PL
232,Remedy Place,0-11,92756.33,11/30/2023,Tech Remedies Revenue,14,Flatiron PL
233,Remedy Place,0-12,79961.41,12/31/2023,Tech Remedies Revenue,14,Flatiron PL
234,Remedy Place,0-13,97633.91,1/31/2024,Tech Remedies Revenue,14,Flatiron PL
235,Remedy Place,0-14,115517,2/29/2024,Tech Remedies Revenue,14,Flatiron PL
236,Remedy Place,0-15,123350,3/31/2024,Tech Remedies Revenue,14,Flatiron PL
239,Remedy Place,0-1,114925.81,1/31/2023,Total Non - Membership Revenue,15,Flatiron PL
240,Remedy Place,0-2,107243.98,2/28/2023,Total Non - Membership Revenue,15,Flatiron PL
241,Remedy Place,0-3,145729.43,3/31/2023,Total Non - Membership Revenue,15,Flatiron PL
242,Remedy Place,0-4,106867.8,4/30/2023,Total Non - Membership Revenue,15,Flatiron PL
243,Remedy Place,0-5,118655.75,5/31/2023,Total Non - Membership Revenue,15,Flatiron PL
244,Remedy Place,0-6,115953.67,6/30/2023,Total Non - Membership Revenue,15,Flatiron PL
245,Remedy Place,0-7,89447.99,7/31/2023,Total Non - Membership Revenue,15,Flatiron PL
246,Remedy Place,0-8,95197.22,8/31/2023,Total Non - Membership Revenue,15,Flatiron PL
247,Remedy Place,0-9,131765,9/30/2023,Total Non - Membership Revenue,15,Flatiron PL
248,Remedy Place,0-10,104434.76,10/31/2023,Total Non - Membership Revenue,15,Flatiron PL
249,Remedy Place,0-11,132474.55,11/30/2023,Total Non - Membership Revenue,15,Flatiron PL
250,Remedy Place,0-12,94414.04,12/31/2023,Total Non - Membership Revenue,15,Flatiron PL
251,Remedy Place,0-13,175233.91,1/31/2024,Total Non - Membership Revenue,15,Flatiron PL
252,Remedy Place,0-14,121057.04,2/29/2024,Total Non - Membership Revenue,15,Flatiron PL
253,Remedy Place,0-15,129079.4,3/31/2024,Total Non - Membership Revenue,15,Flatiron PL
256,Remedy Place,0-1,0,1/31/2023,Sales,16,Flatiron PL
257,Remedy Place,0-2,6083.08,2/28/2023,Sales,16,Flatiron PL
258,Remedy Place,0-3,0,3/31/2023,Sales,16,Flatiron PL
259,Remedy Place,0-4,5740,4/30/2023,Sales,16,Flatiron PL
260,Remedy Place,0-5,647.44,5/31/2023,Sales,16,Flatiron PL
261,Remedy Place,0-6,0,6/30/2023,Sales,16,Flatiron PL
262,Remedy Place,0-7,0,7/31/2023,Sales,16,Flatiron PL
263,Remedy Place,0-8,0,8/31/2023,Sales,16,Flatiron PL
264,Remedy Place,0-9,0,9/30/2023,Sales,16,Flatiron PL
265,Remedy Place,0-10,0,10/31/2023,Sales,16,Flatiron PL
266,Remedy Place,0-11,0,11/30/2023,Sales,16,Flatiron PL
267,Remedy Place,0-12,0,12/31/2023,Sales,16,Flatiron PL
268,Remedy Place,0-13,0,1/31/2024,Sales,16,Flatiron PL
269,Remedy Place,0-14,0,2/29/2024,Sales,16,Flatiron PL
270,Remedy Place,0-15,0,3/31/2024,Sales,16,Flatiron PL
273,Remedy Place,0-1,19744.54,1/31/2023,Other Club Revenue,17,Flatiron PL
274,Remedy Place,0-2,14554.19,2/28/2023,Other Club Revenue,17,Flatiron PL
275,Remedy Place,0-3,15390.31,3/31/2023,Other Club Revenue,17,Flatiron PL
276,Remedy Place,0-4,13889.83,4/30/2023,Other Club Revenue,17,Flatiron PL
277,Remedy Place,0-5,15353.05,5/31/2023,Other Club Revenue,17,Flatiron PL
278,Remedy Place,0-6,23513.67,6/30/2023,Other Club Revenue,17,Flatiron PL
279,Remedy Place,0-7,12234.68,7/31/2023,Other Club Revenue,17,Flatiron PL
280,Remedy Place,0-8,15895.46,8/31/2023,Other Club Revenue,17,Flatiron PL
281,Remedy Place,0-9,15093.85,9/30/2023,Other Club Revenue,17,Flatiron PL
282,Remedy Place,0-10,15994.63,10/31/2023,Other Club Revenue,17,Flatiron PL
283,Remedy Place,0-11,26185.95,11/30/2023,Other Club Revenue,17,Flatiron PL
284,Remedy Place,0-12,72717.53,12/31/2023,Other Club Revenue,17,Flatiron PL
285,Remedy Place,0-13,23527.04,1/31/2024,Other Club Revenue,17,Flatiron PL
286,Remedy Place,0-14,8424,2/29/2024,Other Club Revenue,17,Flatiron PL
287,Remedy Place,0-15,7971,3/31/2024,Other Club Revenue,17,Flatiron PL
290,Remedy Place,0-1,19744.54,1/31/2023,Total Sales,18,Flatiron PL
291,Remedy Place,0-2,20637.27,2/28/2023,Total Sales,18,Flatiron PL
292,Remedy Place,0-3,15390.31,3/31/2023,Total Sales,18,Flatiron PL
293,Remedy Place,0-4,19629.83,4/30/2023,Total Sales,18,Flatiron PL
294,Remedy Place,0-5,16000.49,5/31/2023,Total Sales,18,Flatiron PL
295,Remedy Place,0-6,23513.67,6/30/2023,Total Sales,18,Flatiron PL
296,Remedy Place,0-7,12234.68,7/31/2023,Total Sales,18,Flatiron PL
297,Remedy Place,0-8,15895.46,8/31/2023,Total Sales,18,Flatiron PL
298,Remedy Place,0-9,15093.85,9/30/2023,Total Sales,18,Flatiron PL
299,Remedy Place,0-10,15994.63,10/31/2023,Total Sales,18,Flatiron PL
300,Remedy Place,0-11,26185.95,11/30/2023,Total Sales,18,Flatiron PL
301,Remedy Place,0-12,72717.53,12/31/2023,Total Sales,18,Flatiron PL
302,Remedy Place,0-13,23527.04,1/31/2024,Total Sales,18,Flatiron PL
303,Remedy Place,0-14,8424,2/29/2024,Total Sales,18,Flatiron PL
304,Remedy Place,0-15,7971,3/31/2024,Total Sales,18,Flatiron PL
307,Remedy Place,0-1,191680.35,1/31/2023,Total Income,19,Flatiron PL
308,Remedy Place,0-2,183831.25,2/28/2023,Total Income,19,Flatiron PL
309,Remedy Place,0-3,221987.67,3/31/2023,Total Income,19,Flatiron PL
310,Remedy Place,0-4,176033.6,4/30/2023,Total Income,19,Flatiron PL
311,Remedy Place,0-5,192104.1,5/31/2023,Total Income,19,Flatiron PL
312,Remedy Place,0-6,194229.26,6/30/2023,Total Income,19,Flatiron PL
313,Remedy Place,0-7,159839.23,7/31/2023,Total Income,19,Flatiron PL
314,Remedy Place,0-8,158629.31,8/31/2023,Total Income,19,Flatiron PL
315,Remedy Place,0-9,208363.85,9/30/2023,Total Income,19,Flatiron PL
316,Remedy Place,0-10,176905.54,10/31/2023,Total Income,19,Flatiron PL
317,Remedy Place,0-11,247590.58,11/30/2023,Total Income,19,Flatiron PL
318,Remedy Place,0-12,221131.57,12/31/2023,Total Income,19,Flatiron PL
319,Remedy Place,0-13,263075.95,1/31/2024,Total Income,19,Flatiron PL
320,Remedy Place,0-14,203691.04,2/29/2024,Total Income,19,Flatiron PL
321,Remedy Place,0-15,202905.4,3/31/2024,Total Income,19,Flatiron PL
324,Remedy Place,0-1,,1/31/2023,Cost of Goods Sold,20,Flatiron PL
325,Remedy Place,0-2,,2/28/2023,Cost of Goods Sold,20,Flatiron PL
326,Remedy Place,0-3,,3/31/2023,Cost of Goods Sold,20,Flatiron PL
327,Remedy Place,0-4,,4/30/2023,Cost of Goods Sold,20,Flatiron PL
328,Remedy Place,0-5,,5/31/2023,Cost of Goods Sold,20,Flatiron PL
329,Remedy Place,0-6,,6/30/2023,Cost of Goods Sold,20,Flatiron PL
330,Remedy Place,0-7,,7/31/2023,Cost of Goods Sold,20,Flatiron PL
331,Remedy Place,0-8,,8/31/2023,Cost of Goods Sold,20,Flatiron PL
332,Remedy Place,0-9,,9/30/2023,Cost of Goods Sold,20,Flatiron PL
333,Remedy Place,0-10,,10/31/2023,Cost of Goods Sold,20,Flatiron PL
334,Remedy Place,0-11,,11/30/2023,Cost of Goods Sold,20,Flatiron PL
335,Remedy Place,0-12,,12/31/2023,Cost of Goods Sold,20,Flatiron PL
336,Remedy Place,0-13,,1/31/2024,Cost of Goods Sold,20,Flatiron PL
337,Remedy Place,0-14,,2/29/2024,Cost of Goods Sold,20,Flatiron PL
338,Remedy Place,0-15,,3/31/2024,Cost of Goods Sold,20,Flatiron PL
341,Remedy Place,0-1,2149.73,1/31/2023,Cost of Goods Sold,21,Flatiron PL
342,Remedy Place,0-2,4035.78,2/28/2023,Cost of Goods Sold,21,Flatiron PL
343,Remedy Place,0-3,3948.94,3/31/2023,Cost of Goods Sold,21,Flatiron PL
344,Remedy Place,0-4,3943.9,4/30/2023,Cost of Goods Sold,21,Flatiron PL
345,Remedy Place,0-5,4308.02,5/31/2023,Cost of Goods Sold,21,Flatiron PL
346,Remedy Place,0-6,5117.4,6/30/2023,Cost of Goods Sold,21,Flatiron PL
347,Remedy Place,0-7,1239.78,7/31/2023,Cost of Goods Sold,21,Flatiron PL
348,Remedy Place,0-8,4037.88,8/31/2023,Cost of Goods Sold,21,Flatiron PL
349,Remedy Place,0-9,1056.38,9/30/2023,Cost of Goods Sold,21,Flatiron PL
350,Remedy Place,0-10,0,10/31/2023,Cost of Goods Sold,21,Flatiron PL
351,Remedy Place,0-11,0,11/30/2023,Cost of Goods Sold,21,Flatiron PL
352,Remedy Place,0-12,0,12/31/2023,Cost of Goods Sold,21,Flatiron PL
353,Remedy Place,0-13,0,1/31/2024,Cost of Goods Sold,21,Flatiron PL
354,Remedy Place,0-14,0,2/29/2024,Cost of Goods Sold,21,Flatiron PL
355,Remedy Place,0-15,0,3/31/2024,Cost of Goods Sold,21,Flatiron PL
358,Remedy Place,0-1,0,1/31/2023,Cost of Events,22,Flatiron PL
359,Remedy Place,0-2,0,2/28/2023,Cost of Events,22,Flatiron PL
360,Remedy Place,0-3,0,3/31/2023,Cost of Events,22,Flatiron PL
361,Remedy Place,0-4,0,4/30/2023,Cost of Events,22,Flatiron PL
362,Remedy Place,0-5,0,5/31/2023,Cost of Events,22,Flatiron PL
363,Remedy Place,0-6,0,6/30/2023,Cost of Events,22,Flatiron PL
364,Remedy Place,0-7,0,7/31/2023,Cost of Events,22,Flatiron PL
365,Remedy Place,0-8,0,8/31/2023,Cost of Events,22,Flatiron PL
366,Remedy Place,0-9,662.19,9/30/2023,Cost of Events,22,Flatiron PL
367,Remedy Place,0-10,0,10/31/2023,Cost of Events,22,Flatiron PL
368,Remedy Place,0-11,0,11/30/2023,Cost of Events,22,Flatiron PL
369,Remedy Place,0-12,0,12/31/2023,Cost of Events,22,Flatiron PL
370,Remedy Place,0-13,0,1/31/2024,Cost of Events,22,Flatiron PL
371,Remedy Place,0-14,0,2/29/2024,Cost of Events,22,Flatiron PL
372,Remedy Place,0-15,483.77,3/31/2024,Cost of Events,22,Flatiron PL
375,Remedy Place,0-1,2021.99,1/31/2023,Laboratory Expense,23,Flatiron PL
376,Remedy Place,0-2,0,2/28/2023,Laboratory Expense,23,Flatiron PL
377,Remedy Place,0-3,128.4,3/31/2023,Laboratory Expense,23,Flatiron PL
378,Remedy Place,0-4,1498,4/30/2023,Laboratory Expense,23,Flatiron PL
379,Remedy Place,0-5,0,5/31/2023,Laboratory Expense,23,Flatiron PL
380,Remedy Place,0-6,0,6/30/2023,Laboratory Expense,23,Flatiron PL
381,Remedy Place,0-7,0,7/31/2023,Laboratory Expense,23,Flatiron PL
382,Remedy Place,0-8,0,8/31/2023,Laboratory Expense,23,Flatiron PL
383,Remedy Place,0-9,0,9/30/2023,Laboratory Expense,23,Flatiron PL
384,Remedy Place,0-10,0,10/31/2023,Laboratory Expense,23,Flatiron PL
385,Remedy Place,0-11,0,11/30/2023,Laboratory Expense,23,Flatiron PL
386,Remedy Place,0-12,0,12/31/2023,Laboratory Expense,23,Flatiron PL
387,Remedy Place,0-13,0,1/31/2024,Laboratory Expense,23,Flatiron PL
388,Remedy Place,0-14,0,2/29/2024,Laboratory Expense,23,Flatiron PL
389,Remedy Place,0-15,0,3/31/2024,Laboratory Expense,23,Flatiron PL
392,Remedy Place,0-1,0,1/31/2023,Medical Supplies,24,Flatiron PL
393,Remedy Place,0-2,0,2/28/2023,Medical Supplies,24,Flatiron PL
394,Remedy Place,0-3,0,3/31/2023,Medical Supplies,24,Flatiron PL
395,Remedy Place,0-4,0,4/30/2023,Medical Supplies,24,Flatiron PL
396,Remedy Place,0-5,0,5/31/2023,Medical Supplies,24,Flatiron PL
397,Remedy Place,0-6,0,6/30/2023,Medical Supplies,24,Flatiron PL
398,Remedy Place,0-7,0,7/31/2023,Medical Supplies,24,Flatiron PL
399,Remedy Place,0-8,0,8/31/2023,Medical Supplies,24,Flatiron PL
400,Remedy Place,0-9,2447.94,9/30/2023,Medical Supplies,24,Flatiron PL
401,Remedy Place,0-10,5172.68,10/31/2023,Medical Supplies,24,Flatiron PL
402,Remedy Place,0-11,750.64,11/30/2023,Medical Supplies,24,Flatiron PL
403,Remedy Place,0-12,3180,12/31/2023,Medical Supplies,24,Flatiron PL
404,Remedy Place,0-13,0,1/31/2024,Medical Supplies,24,Flatiron PL
405,Remedy Place,0-14,0,2/29/2024,Medical Supplies,24,Flatiron PL
406,Remedy Place,0-15,2743.43,3/31/2024,Medical Supplies,24,Flatiron PL
409,Remedy Place,0-1,0,1/31/2023,Retail,25,Flatiron PL
410,Remedy Place,0-2,0,2/28/2023,Retail,25,Flatiron PL
411,Remedy Place,0-3,0,3/31/2023,Retail,25,Flatiron PL
412,Remedy Place,0-4,0,4/30/2023,Retail,25,Flatiron PL
413,Remedy Place,0-5,0,5/31/2023,Retail,25,Flatiron PL
414,Remedy Place,0-6,0,6/30/2023,Retail,25,Flatiron PL
415,Remedy Place,0-7,0,7/31/2023,Retail,25,Flatiron PL
416,Remedy Place,0-8,0,8/31/2023,Retail,25,Flatiron PL
417,Remedy Place,0-9,0,9/30/2023,Retail,25,Flatiron PL
418,Remedy Place,0-10,867.1,10/31/2023,Retail,25,Flatiron PL
419,Remedy Place,0-11,1565.41,11/30/2023,Retail,25,Flatiron PL
420,Remedy Place,0-12,2027.03,12/31/2023,Retail,25,Flatiron PL
421,Remedy Place,0-13,3649.33,1/31/2024,Retail,25,Flatiron PL
422,Remedy Place,0-14,1293,2/29/2024,Retail,25,Flatiron PL
423,Remedy Place,0-15,3188.4,3/31/2024,Retail,25,Flatiron PL
426,Remedy Place,0-1,4171.72,1/31/2023,Total Cost of Goods Sold,26,Flatiron PL
427,Remedy Place,0-2,4035.78,2/28/2023,Total Cost of Goods Sold,26,Flatiron PL
428,Remedy Place,0-3,4077.34,3/31/2023,Total Cost of Goods Sold,26,Flatiron PL
429,Remedy Place,0-4,5441.9,4/30/2023,Total Cost of Goods Sold,26,Flatiron PL
430,Remedy Place,0-5,4308.02,5/31/2023,Total Cost of Goods Sold,26,Flatiron PL
431,Remedy Place,0-6,5117.4,6/30/2023,Total Cost of Goods Sold,26,Flatiron PL
432,Remedy Place,0-7,1239.78,7/31/2023,Total Cost of Goods Sold,26,Flatiron PL
433,Remedy Place,0-8,4037.88,8/31/2023,Total Cost of Goods Sold,26,Flatiron PL
434,Remedy Place,0-9,4166.51,9/30/2023,Total Cost of Goods Sold,26,Flatiron PL
435,Remedy Place,0-10,6039.78,10/31/2023,Total Cost of Goods Sold,26,Flatiron PL
436,Remedy Place,0-11,2316.05,11/30/2023,Total Cost of Goods Sold,26,Flatiron PL
437,Remedy Place,0-12,5207.03,12/31/2023,Total Cost of Goods Sold,26,Flatiron PL
438,Remedy Place,0-13,3649.33,1/31/2024,Total Cost of Goods Sold,26,Flatiron PL
439,Remedy Place,0-14,1293,2/29/2024,Total Cost of Goods Sold,26,Flatiron PL
440,Remedy Place,0-15,6415.6,3/31/2024,Total Cost of Goods Sold,26,Flatiron PL
443,Remedy Place,0-1,0,1/31/2023,Cost of labor - Other,27,Flatiron PL
444,Remedy Place,0-2,0,2/28/2023,Cost of labor - Other,27,Flatiron PL
445,Remedy Place,0-3,0,3/31/2023,Cost of labor - Other,27,Flatiron PL
446,Remedy Place,0-4,0,4/30/2023,Cost of labor - Other,27,Flatiron PL
447,Remedy Place,0-5,0,5/31/2023,Cost of labor - Other,27,Flatiron PL
448,Remedy Place,0-6,0,6/30/2023,Cost of labor - Other,27,Flatiron PL
449,Remedy Place,0-7,0,7/31/2023,Cost of labor - Other,27,Flatiron PL
450,Remedy Place,0-8,0,8/31/2023,Cost of labor - Other,27,Flatiron PL
451,Remedy Place,0-9,0,9/30/2023,Cost of labor - Other,27,Flatiron PL
452,Remedy Place,0-10,0,10/31/2023,Cost of labor - Other,27,Flatiron PL
453,Remedy Place,0-11,0,11/30/2023,Cost of labor - Other,27,Flatiron PL
454,Remedy Place,0-12,0,12/31/2023,Cost of labor - Other,27,Flatiron PL
455,Remedy Place,0-13,2310,1/31/2024,Cost of labor - Other,27,Flatiron PL
456,Remedy Place,0-14,118.67,2/29/2024,Cost of labor - Other,27,Flatiron PL
457,Remedy Place,0-15,0,3/31/2024,Cost of labor - Other,27,Flatiron PL
460,Remedy Place,0-1,4171.72,1/31/2023,Total Cost of Goods Sold,28,Flatiron PL
461,Remedy Place,0-2,4035.78,2/28/2023,Total Cost of Goods Sold,28,Flatiron PL
462,Remedy Place,0-3,4077.34,3/31/2023,Total Cost of Goods Sold,28,Flatiron PL
463,Remedy Place,0-4,5441.9,4/30/2023,Total Cost of Goods Sold,28,Flatiron PL
464,Remedy Place,0-5,4308.02,5/31/2023,Total Cost of Goods Sold,28,Flatiron PL
465,Remedy Place,0-6,5117.4,6/30/2023,Total Cost of Goods Sold,28,Flatiron PL
466,Remedy Place,0-7,1239.78,7/31/2023,Total Cost of Goods Sold,28,Flatiron PL
467,Remedy Place,0-8,4037.88,8/31/2023,Total Cost of Goods Sold,28,Flatiron PL
468,Remedy Place,0-9,4166.51,9/30/2023,Total Cost of Goods Sold,28,Flatiron PL
469,Remedy Place,0-10,6039.78,10/31/2023,Total Cost of Goods Sold,28,Flatiron PL
470,Remedy Place,0-11,2316.05,11/30/2023,Total Cost of Goods Sold,28,Flatiron PL
471,Remedy Place,0-12,5207.03,12/31/2023,Total Cost of Goods Sold,28,Flatiron PL
472,Remedy Place,0-13,5959.33,1/31/2024,Total Cost of Goods Sold,28,Flatiron PL
473,Remedy Place,0-14,1411.67,2/29/2024,Total Cost of Goods Sold,28,Flatiron PL
474,Remedy Place,0-15,6415.6,3/31/2024,Total Cost of Goods Sold,28,Flatiron PL
477,Remedy Place,0-1,187508.63,1/31/2023,GROSS PROFIT,29,Flatiron PL
478,Remedy Place,0-2,179795.47,2/28/2023,GROSS PROFIT,29,Flatiron PL
479,Remedy Place,0-3,217910.33,3/31/2023,GROSS PROFIT,29,Flatiron PL
480,Remedy Place,0-4,170591.7,4/30/2023,GROSS PROFIT,29,Flatiron PL
481,Remedy Place,0-5,187796.08,5/31/2023,GROSS PROFIT,29,Flatiron PL
482,Remedy Place,0-6,189111.86,6/30/2023,GROSS PROFIT,29,Flatiron PL
483,Remedy Place,0-7,158599.45,7/31/2023,GROSS PROFIT,29,Flatiron PL
484,Remedy Place,0-8,154591.43,8/31/2023,GROSS PROFIT,29,Flatiron PL
485,Remedy Place,0-9,204197.34,9/30/2023,GROSS PROFIT,29,Flatiron PL
486,Remedy Place,0-10,170865.76,10/31/2023,GROSS PROFIT,29,Flatiron PL
487,Remedy Place,0-11,245274.53,11/30/2023,GROSS PROFIT,29,Flatiron PL
488,Remedy Place,0-12,215924.54,12/31/2023,GROSS PROFIT,29,Flatiron PL
489,Remedy Place,0-13,257116.62,1/31/2024,GROSS PROFIT,29,Flatiron PL
490,Remedy Place,0-14,202279.37,2/29/2024,GROSS PROFIT,29,Flatiron PL
491,Remedy Place,0-15,196489.8,3/31/2024,GROSS PROFIT,29,Flatiron PL
494,Remedy Place,0-1,,1/31/2023,Expenses,30,Flatiron PL
495,Remedy Place,0-2,,2/28/2023,Expenses,30,Flatiron PL
496,Remedy Place,0-3,,3/31/2023,Expenses,30,Flatiron PL
497,Remedy Place,0-4,,4/30/2023,Expenses,30,Flatiron PL
498,Remedy Place,0-5,,5/31/2023,Expenses,30,Flatiron PL
499,Remedy Place,0-6,,6/30/2023,Expenses,30,Flatiron PL
500,Remedy Place,0-7,,7/31/2023,Expenses,30,Flatiron PL
501,Remedy Place,0-8,,8/31/2023,Expenses,30,Flatiron PL
502,Remedy Place,0-9,,9/30/2023,Expenses,30,Flatiron PL
503,Remedy Place,0-10,,10/31/2023,Expenses,30,Flatiron PL
504,Remedy Place,0-11,,11/30/2023,Expenses,30,Flatiron PL
505,Remedy Place,0-12,,12/31/2023,Expenses,30,Flatiron PL
506,Remedy Place,0-13,,1/31/2024,Expenses,30,Flatiron PL
507,Remedy Place,0-14,,2/29/2024,Expenses,30,Flatiron PL
508,Remedy Place,0-15,,3/31/2024,Expenses,30,Flatiron PL
511,Remedy Place,0-1,0,1/31/2023,Amenities,31,Flatiron PL
512,Remedy Place,0-2,0,2/28/2023,Amenities,31,Flatiron PL
513,Remedy Place,0-3,0,3/31/2023,Amenities,31,Flatiron PL
514,Remedy Place,0-4,0,4/30/2023,Amenities,31,Flatiron PL
515,Remedy Place,0-5,0,5/31/2023,Amenities,31,Flatiron PL
516,Remedy Place,0-6,0,6/30/2023,Amenities,31,Flatiron PL
517,Remedy Place,0-7,6263.01,7/31/2023,Amenities,31,Flatiron PL
518,Remedy Place,0-8,3770.74,8/31/2023,Amenities,31,Flatiron PL
519,Remedy Place,0-9,3117.14,9/30/2023,Amenities,31,Flatiron PL
520,Remedy Place,0-10,7145.29,10/31/2023,Amenities,31,Flatiron PL
521,Remedy Place,0-11,4764.84,11/30/2023,Amenities,31,Flatiron PL
522,Remedy Place,0-12,2240.48,12/31/2023,Amenities,31,Flatiron PL
523,Remedy Place,0-13,11528.1,1/31/2024,Amenities,31,Flatiron PL
524,Remedy Place,0-14,14558.83,2/29/2024,Amenities,31,Flatiron PL
525,Remedy Place,0-15,803.74,3/31/2024,Amenities,31,Flatiron PL
528,Remedy Place,0-1,0,1/31/2023,Bank Charges & Fees,32,Flatiron PL
529,Remedy Place,0-2,0,2/28/2023,Bank Charges & Fees,32,Flatiron PL
530,Remedy Place,0-3,0,3/31/2023,Bank Charges & Fees,32,Flatiron PL
531,Remedy Place,0-4,0,4/30/2023,Bank Charges & Fees,32,Flatiron PL
532,Remedy Place,0-5,0,5/31/2023,Bank Charges & Fees,32,Flatiron PL
533,Remedy Place,0-6,0,6/30/2023,Bank Charges & Fees,32,Flatiron PL
534,Remedy Place,0-7,0,7/31/2023,Bank Charges & Fees,32,Flatiron PL
535,Remedy Place,0-8,0,8/31/2023,Bank Charges & Fees,32,Flatiron PL
536,Remedy Place,0-9,0,9/30/2023,Bank Charges & Fees,32,Flatiron PL
537,Remedy Place,0-10,0,10/31/2023,Bank Charges & Fees,32,Flatiron PL
538,Remedy Place,0-11,45.38,11/30/2023,Bank Charges & Fees,32,Flatiron PL
539,Remedy Place,0-12,0,12/31/2023,Bank Charges & Fees,32,Flatiron PL
540,Remedy Place,0-13,0,1/31/2024,Bank Charges & Fees,32,Flatiron PL
541,Remedy Place,0-14,0,2/29/2024,Bank Charges & Fees,32,Flatiron PL
542,Remedy Place,0-15,0,3/31/2024,Bank Charges & Fees,32,Flatiron PL
545,Remedy Place,0-1,0,1/31/2023,Consulting Expenses,33,Flatiron PL
546,Remedy Place,0-2,0,2/28/2023,Consulting Expenses,33,Flatiron PL
547,Remedy Place,0-3,0,3/31/2023,Consulting Expenses,33,Flatiron PL
548,Remedy Place,0-4,0,4/30/2023,Consulting Expenses,33,Flatiron PL
549,Remedy Place,0-5,0,5/31/2023,Consulting Expenses,33,Flatiron PL
550,Remedy Place,0-6,0,6/30/2023,Consulting Expenses,33,Flatiron PL
551,Remedy Place,0-7,0,7/31/2023,Consulting Expenses,33,Flatiron PL
552,Remedy Place,0-8,0,8/31/2023,Consulting Expenses,33,Flatiron PL
553,Remedy Place,0-9,0,9/30/2023,Consulting Expenses,33,Flatiron PL
554,Remedy Place,0-10,0,10/31/2023,Consulting Expenses,33,Flatiron PL
555,Remedy Place,0-11,0,11/30/2023,Consulting Expenses,33,Flatiron PL
556,Remedy Place,0-12,0,12/31/2023,Consulting Expenses,33,Flatiron PL
557,Remedy Place,0-13,0,1/31/2024,Consulting Expenses,33,Flatiron PL
558,Remedy Place,0-14,0,2/29/2024,Consulting Expenses,33,Flatiron PL
559,Remedy Place,0-15,0,3/31/2024,Consulting Expenses,33,Flatiron PL
562,Remedy Place,0-1,0,1/31/2023,Non-recurring / One-time,34,Flatiron PL
563,Remedy Place,0-2,0,2/28/2023,Non-recurring / One-time,34,Flatiron PL
564,Remedy Place,0-3,0,3/31/2023,Non-recurring / One-time,34,Flatiron PL
565,Remedy Place,0-4,0,4/30/2023,Non-recurring / One-time,34,Flatiron PL
566,Remedy Place,0-5,0,5/31/2023,Non-recurring / One-time,34,Flatiron PL
567,Remedy Place,0-6,0,6/30/2023,Non-recurring / One-time,34,Flatiron PL
568,Remedy Place,0-7,1050,7/31/2023,Non-recurring / One-time,34,Flatiron PL
569,Remedy Place,0-8,0,8/31/2023,Non-recurring / One-time,34,Flatiron PL
570,Remedy Place,0-9,150,9/30/2023,Non-recurring / One-time,34,Flatiron PL
571,Remedy Place,0-10,0,10/31/2023,Non-recurring / One-time,34,Flatiron PL
572,Remedy Place,0-11,0,11/30/2023,Non-recurring / One-time,34,Flatiron PL
573,Remedy Place,0-12,0,12/31/2023,Non-recurring / One-time,34,Flatiron PL
574,Remedy Place,0-13,0,1/31/2024,Non-recurring / One-time,34,Flatiron PL
575,Remedy Place,0-14,0,2/29/2024,Non-recurring / One-time,34,Flatiron PL
576,Remedy Place,0-15,0,3/31/2024,Non-recurring / One-time,34,Flatiron PL
579,Remedy Place,0-1,2000,1/31/2023,Recurring,35,Flatiron PL
580,Remedy Place,0-2,2000,2/28/2023,Recurring,35,Flatiron PL
581,Remedy Place,0-3,2000,3/31/2023,Recurring,35,Flatiron PL
582,Remedy Place,0-4,2000,4/30/2023,Recurring,35,Flatiron PL
